,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
937,16,5,63201,21999027.53,Erstattung von Zweckausgaben der Länder beim Vollzug des Strahlenschutzgesetzes,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",632011605,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünfsechsdreizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünfsechsdreizweinulleins  Erstattung von Zweckausgaben der Länder beim Vollzug des Strahlenschutzgesetzes"
939,15,15,11101,21785624.04,"Gebühren, sonstige Entgelte",Bundesministerium für Gesundheit,111011515,Bundesministerium für Gesundheit einsfünfeinseinseinsnulleins ,"Bundesministerium für Gesundheit einsfünfeinseinseinsnulleins  Gebühren, sonstige Entgelte"
940,14,11,44301,21734858.76,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium der Verteidigung,443011411,Bundesministerium der Verteidigung einseinsviervierdreinulleins ,Bundesministerium der Verteidigung einseinsviervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften
941,23,5,68603,21734199.12,Vorbereitung und Ausbildung von Personal für eine Tätigkeit auf dem Gebiet der entwicklungspolitischen Zusammenarbeit,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,686032305,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünfsechsachtsechsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünfsechsachtsechsnulldrei  Vorbereitung und Ausbildung von Personal für eine Tätigkeit auf dem Gebiet der entwicklungspolitischen Zusammenarbeit
942,10,11,54501,21734032.41,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium für Ernährung und Landwirtschaft,545011011,Bundesministerium für Ernährung und Landwirtschaft einseinsfünfvierfünfnulleins ,"Bundesministerium für Ernährung und Landwirtschaft einseinsfünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
943,11,3,63601,21687013.71,Erstattungen an Krankenkassen nach §§ 19 und 20 des Bundesversorgungsgesetzes und an andere öffentlich-rechtliche Leistungsträger,Bundesministerium für Arbeit und Soziales,636011103,Bundesministerium für Arbeit und Soziales nulldreisechsdreisechsnulleins ,Bundesministerium für Arbeit und Soziales nulldreisechsdreisechsnulleins  Erstattungen an Krankenkassen nach §§ 19 und 20 des Bundesversorgungsgesetzes und an andere öffentlich-rechtliche Leistungsträger
945,10,5,68662,21636227.11,"Künstliche Intelligenz im Bereich Ernährung, Landwirtschaft und gesundheitlicher Verbraucherschutz",Bundesministerium für Ernährung und Landwirtschaft,686621005,Bundesministerium für Ernährung und Landwirtschaft nullfünfsechsachtsechssechszwei ,"Bundesministerium für Ernährung und Landwirtschaft nullfünfsechsachtsechssechszwei  Künstliche Intelligenz im Bereich Ernährung, Landwirtschaft und gesundheitlicher Verbraucherschutz"
948,6,10,81111,21264781.23,Erwerb von Fahrzeugen,Bundesministerium des Innern und für Heimat,811110610,Bundesministerium des Innern und für Heimat einsnullachteinseinseinseins ,Bundesministerium des Innern und für Heimat einsnullachteinseinseinseins  Erwerb von Fahrzeugen
949,16,12,51802,21261318.8,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",518021612,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweifünfeinsachtnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement"
950,14,8,12401,21252263.32,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium der Verteidigung,124011408,Bundesministerium der Verteidigung nullachteinszweiviernulleins ,"Bundesministerium der Verteidigung nullachteinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
951,6,1,68422,21215000.0,Projektförderung für Sporteinrichtungen,Bundesministerium des Innern und für Heimat,684220601,Bundesministerium des Innern und für Heimat nulleinssechsachtvierzweizwei ,Bundesministerium des Innern und für Heimat nulleinssechsachtvierzweizwei  Projektförderung für Sporteinrichtungen
952,8,1,68531,21169937.77,Folgeaufgaben der Wiedergutmachung,Bundesministerium der Finanzen,685310801,Bundesministerium der Finanzen nulleinssechsachtfünfdreieins ,Bundesministerium der Finanzen nulleinssechsachtfünfdreieins  Folgeaufgaben der Wiedergutmachung
953,17,10,68404,21115805.0,Zuschüsse an die Wohlfahrtsverbände für die Durchführung zentraler und internationaler Aufgaben einschließlich bundeszentraler Fortbildung,"Bundesministerium für Familie, Senioren, Frauen und Jugend",684041710,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachtviernullvier ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachtviernullvier  Zuschüsse an die Wohlfahrtsverbände für die Durchführung zentraler und internationaler Aufgaben einschließlich bundeszentraler Fortbildung"
954,9,11,44101,21083519.9,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Wirtschaft und Klimaschutz,441010911,Bundesministerium für Wirtschaft und Klimaschutz einseinsvierviereinsnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einseinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften
955,6,25,81223,21026933.92,Erwerb von Kontrollgerät für Luftsicherheit,Bundesministerium des Innern und für Heimat,812230625,Bundesministerium des Innern und für Heimat zweifünfachteinszweizweidrei ,Bundesministerium des Innern und für Heimat zweifünfachteinszweizweidrei  Erwerb von Kontrollgerät für Luftsicherheit
957,6,12,81202,20990833.69,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020612,Bundesministerium des Innern und für Heimat einszweiachteinszweinullzwei ,"Bundesministerium des Innern und für Heimat einszweiachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
958,4,52,42201,20981193.29,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundeskanzler und Bundeskanzleramt,422010452,Bundeskanzler und Bundeskanzleramt fünfzweivierzweizweinulleins ,Bundeskanzler und Bundeskanzleramt fünfzweivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
960,25,12,42201,20903853.1,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",422012512,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszweivierzweizweinulleins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszweivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten"
961,16,14,42801,20876084.32,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",428011614,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsviervierzweiachtnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsviervierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer"
962,14,10,12501,20779484.3,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,Bundesministerium der Verteidigung,125011410,Bundesministerium der Verteidigung einsnulleinszweifünfnulleins ,Bundesministerium der Verteidigung einsnulleinszweifünfnulleins  Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen
964,14,1,68704,20688250.0,Beiträge zum NATO Pipeline System,Bundesministerium der Verteidigung,687041401,Bundesministerium der Verteidigung nulleinssechsachtsiebennullvier ,Bundesministerium der Verteidigung nulleinssechsachtsiebennullvier  Beiträge zum NATO Pipeline System
965,11,12,51802,20655883.48,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Arbeit und Soziales,518021112,Bundesministerium für Arbeit und Soziales einszweifünfeinsachtnullzwei ,Bundesministerium für Arbeit und Soziales einszweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
966,14,7,53402,20606337.81,Gebühren für die Benutzung ziviler Flugplätze,Bundesministerium der Verteidigung,534021407,Bundesministerium der Verteidigung nullsiebenfünfdreiviernullzwei ,Bundesministerium der Verteidigung nullsiebenfünfdreiviernullzwei  Gebühren für die Benutzung ziviler Flugplätze
967,10,12,42801,20584813.42,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Ernährung und Landwirtschaft,428011012,Bundesministerium für Ernährung und Landwirtschaft einszweivierzweiachtnulleins ,Bundesministerium für Ernährung und Landwirtschaft einszweivierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
968,11,2,63202,20539288.0,Beteiligung des Bundes an den Aufwendungen für den Barbetrag nach dem dritten Kapitel SGB XII,Bundesministerium für Arbeit und Soziales,632021102,Bundesministerium für Arbeit und Soziales nullzweisechsdreizweinullzwei ,Bundesministerium für Arbeit und Soziales nullzweisechsdreizweinullzwei  Beteiligung des Bundes an den Aufwendungen für den Barbetrag nach dem dritten Kapitel SGB XII
970,6,3,68432,20415950.53,Allgemeine Hilfen,Bundesministerium des Innern und für Heimat,684320603,Bundesministerium des Innern und für Heimat nulldreisechsachtvierdreizwei ,Bundesministerium des Innern und für Heimat nulldreisechsachtvierdreizwei  Allgemeine Hilfen
974,14,13,53999,20240579.11,Vermischte Verwaltungsausgaben,Bundesministerium der Verteidigung,539991413,Bundesministerium der Verteidigung einsdreifünfdreineunneunneun ,Bundesministerium der Verteidigung einsdreifünfdreineunneunneun  Vermischte Verwaltungsausgaben
975,12,1,81121,20238806.32,Erwerb von Fahrzeugen,Bundesministerium für Digitales und Verkehr,811211201,Bundesministerium für Digitales und Verkehr nulleinsachteinseinszweieins ,Bundesministerium für Digitales und Verkehr nulleinsachteinseinszweieins  Erwerb von Fahrzeugen
976,9,1,68624,20202878.23,Initiative Industrie 4.0,Bundesministerium für Wirtschaft und Klimaschutz,686240901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtsechszweivier ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtsechszweivier  Initiative Industrie 4.0
977,8,11,11957,20123443.86,Vermischte Einnahmen,Bundesministerium der Finanzen,119570811,Bundesministerium der Finanzen einseinseinseinsneunfünfsieben ,Bundesministerium der Finanzen einseinseinseinsneunfünfsieben  Vermischte Einnahmen
978,12,4,68601,20118140.09,"Zuschüsse für die Entwicklung und Erprobung neuer, softwaregesteuerter Netztechnologien",Bundesministerium für Digitales und Verkehr,686011204,Bundesministerium für Digitales und Verkehr nullviersechsachtsechsnulleins ,"Bundesministerium für Digitales und Verkehr nullviersechsachtsechsnulleins  Zuschüsse für die Entwicklung und Erprobung neuer, softwaregesteuerter Netztechnologien"
979,7,13,11101,20088690.82,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010713,Bundesministerium der Justiz einsdreieinseinseinsnulleins ,"Bundesministerium der Justiz einsdreieinseinseinsnulleins  Gebühren, sonstige Entgelte"
980,14,1,68702,20080397.89,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,Bundesministerium der Verteidigung,687021401,Bundesministerium der Verteidigung nulleinssechsachtsiebennullzwei ,Bundesministerium der Verteidigung nulleinssechsachtsiebennullzwei  Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe
981,6,3,68416,20077929.74,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,Bundesministerium des Innern und für Heimat,684160603,Bundesministerium des Innern und für Heimat nulldreisechsachtviereinssechs ,Bundesministerium des Innern und für Heimat nulldreisechsachtviereinssechs  Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds
982,10,6,68702,20066547.32,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",Bundesministerium für Ernährung und Landwirtschaft,687021006,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennullzwei ,"Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennullzwei  Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes"
983,12,10,89206,19989124.26,Zuschuss an Private zur Schaffung von LKW-Stellplätzen,Bundesministerium für Digitales und Verkehr,892061210,Bundesministerium für Digitales und Verkehr einsnullachtneunzweinullsechs ,Bundesministerium für Digitales und Verkehr einsnullachtneunzweinullsechs  Zuschuss an Private zur Schaffung von LKW-Stellplätzen
984,6,25,11902,19974516.4,Erstattung der Bundesbank für den Objektschutz durch die Bundespolizei,Bundesministerium des Innern und für Heimat,119020625,Bundesministerium des Innern und für Heimat zweifünfeinseinsneunnullzwei ,Bundesministerium des Innern und für Heimat zweifünfeinseinsneunnullzwei  Erstattung der Bundesbank für den Objektschutz durch die Bundespolizei
985,12,13,11201,19939146.96,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,112011213,Bundesministerium für Digitales und Verkehr einsdreieinseinszweinulleins ,"Bundesministerium für Digitales und Verkehr einsdreieinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten"
986,6,14,38101,19931292.88,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010614,Bundesministerium des Innern und für Heimat einsvierdreiachteinsnulleins ,Bundesministerium des Innern und für Heimat einsvierdreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
987,17,12,51802,19862349.74,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Bundesministerium für Familie, Senioren, Frauen und Jugend",518021712,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszweifünfeinsachtnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement"
988,14,6,38101,19834219.04,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium der Verteidigung,381011406,Bundesministerium der Verteidigung nullsechsdreiachteinsnulleins ,Bundesministerium der Verteidigung nullsechsdreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
990,11,16,23603,19697966.75,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,Bundesministerium für Arbeit und Soziales,236031116,Bundesministerium für Arbeit und Soziales einssechszweidreisechsnulldrei ,Bundesministerium für Arbeit und Soziales einssechszweidreisechsnulldrei  Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen
991,10,17,42201,19623197.78,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Ernährung und Landwirtschaft,422011017,Bundesministerium für Ernährung und Landwirtschaft einssiebenvierzweizweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einssiebenvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
992,7,12,51802,19608457.28,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium der Justiz,518020712,Bundesministerium der Justiz einszweifünfeinsachtnullzwei ,Bundesministerium der Justiz einszweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
993,12,20,11101,19562923.61,"Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111011220,Bundesministerium für Digitales und Verkehr zweinulleinseinseinsnulleins ,"Bundesministerium für Digitales und Verkehr zweinulleinseinseinsnulleins  Gebühren, sonstige Entgelte"
