,Epl.,Kap.,Tit.,Ist 2016,Zweckbestimmung,ministries,2016 id,id_nlp_help,id_nlp,2016 Zweck,id
848,17,13,67101,15499906.17,"Kosten der Durchführung von Seminaren in den staatlichen Bildungszentren, die in Zusammenarbeit mit Vertragspartnern betrieben werden","Bundesministerium für Familie, Senioren, Frauen und Jugend",671011713,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreisechssiebeneinsnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreisechssiebeneinsnulleins  Kosten der Durchführung von Seminaren in den staatlichen Bildungszentren, die in Zusammenarbeit mit Vertragspartnern betrieben werden","Bundesministerium für Familie, Senioren, Frauen und Jugend",671011713.0
849,15,3,53101,15488213.7,Gesundheitliche Aufklärung der Bevölkerung,Bundesministerium für Gesundheit,531011503,Bundesministerium für Gesundheit nulldreifünfdreieinsnulleins ,Bundesministerium für Gesundheit nulldreifünfdreieinsnulleins  Gesundheitliche Aufklärung der Bevölkerung,Bundesministerium für Gesundheit,531011503.0
850,10,12,42801,15440710.65,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Ernährung und Landwirtschaft,428011012,Bundesministerium für Ernährung und Landwirtschaft einszweivierzweiachtnulleins ,Bundesministerium für Ernährung und Landwirtschaft einszweivierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Ernährung und Landwirtschaft,428011012.0
851,16,17,42201,15428824.86,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",422011617,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssiebenvierzweizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssiebenvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",422011616.0
852,10,10,68401,15425778.79,Zuschüsse an Einrichtungen außerhalb der Bundesverwaltung - Betrieb -,Bundesministerium für Ernährung und Landwirtschaft,684011010,Bundesministerium für Ernährung und Landwirtschaft einsnullsechsachtviernulleins ,Bundesministerium für Ernährung und Landwirtschaft einsnullsechsachtviernulleins  Zuschüsse an Einrichtungen außerhalb der Bundesverwaltung - Betrieb -,Bundesministerium für Ernährung und Landwirtschaft,684011010.0
853,6,24,51701,15418343.63,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium des Innern und für Heimat,517010624,Bundesministerium des Innern und für Heimat zweivierfünfeinssiebennulleins ,"Bundesministerium des Innern und für Heimat zweivierfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium des Innern und für Heimat,517010624.0
854,17,13,42201,15367699.43,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,"Bundesministerium für Familie, Senioren, Frauen und Jugend",422011713,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreivierzweizweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten","Bundesministerium für Familie, Senioren, Frauen und Jugend",422011713.0
858,12,18,26101,15277140.73,Erstattung von Verwaltungsausgaben durch Dritte,Bundesministerium für Digitales und Verkehr,261011218,Bundesministerium für Digitales und Verkehr einsachtzweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr einsachtzweisechseinsnulleins  Erstattung von Verwaltungsausgaben durch Dritte,Bundesministerium für Digitales und Verkehr,261011218.0
859,16,4,68501,15264562.7,Förderung von Maßnahmen im Rahmen des Bundesprogramms Biologische Vielfalt,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",685011604,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullviersechsachtfünfnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullviersechsachtfünfnulleins  Förderung von Maßnahmen im Rahmen des Bundesprogramms Biologische Vielfalt",,
860,7,1,68403,15199812.99,Information der Verbraucherinnen und Verbraucher,Bundesministerium der Justiz,684030701,Bundesministerium der Justiz nulleinssechsachtviernulldrei ,Bundesministerium der Justiz nulleinssechsachtviernulldrei  Information der Verbraucherinnen und Verbraucher,,
864,8,13,51801,15164711.78,Mieten und Pachten,Bundesministerium der Finanzen,518010813,Bundesministerium der Finanzen einsdreifünfeinsachtnulleins ,Bundesministerium der Finanzen einsdreifünfeinsachtnulleins  Mieten und Pachten,Bundesministerium der Finanzen,518010813.0
866,17,13,42709,15121416.33,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Bundesministerium für Familie, Senioren, Frauen und Jugend",427091713,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreivierzweisiebennullneun ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Bundesministerium für Familie, Senioren, Frauen und Jugend",427091713.0
869,10,5,68602,15054229.87,Zuschüsse zur Förderung des ökologischen Landbaus und anderer nachhaltiger Formen der Landwirtschaft,Bundesministerium für Ernährung und Landwirtschaft,686021005,Bundesministerium für Ernährung und Landwirtschaft nullfünfsechsachtsechsnullzwei ,Bundesministerium für Ernährung und Landwirtschaft nullfünfsechsachtsechsnullzwei  Zuschüsse zur Förderung des ökologischen Landbaus und anderer nachhaltiger Formen der Landwirtschaft,Bundesministerium für Ernährung und Landwirtschaft,636061001.0
870,6,3,68122,15025380.5,Eingliederungshilfen und Unterstützungsleistungen,Bundesministerium des Innern und für Heimat,681220603,Bundesministerium des Innern und für Heimat nulldreisechsachteinszweizwei ,Bundesministerium des Innern und für Heimat nulldreisechsachteinszweizwei  Eingliederungshilfen und Unterstützungsleistungen,Bundesministerium des Innern und für Heimat,681220603.0
871,17,12,42801,14985058.81,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,"Bundesministerium für Familie, Senioren, Frauen und Jugend",428011712,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszweivierzweiachtnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszweivierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer","Bundesministerium für Familie, Senioren, Frauen und Jugend",428011712.0
872,16,4,54401,14964542.08,"Forschung, Untersuchungen und Ähnliches","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",544011604,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvierfünfvierviernulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvierfünfvierviernulleins  Forschung, Untersuchungen und Ähnliches","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",544011604.0
873,12,21,26115,14910271.0,Erstattung von Versorgungsleistungen des Bundes durch die DFS Deutsche Flugsicherung GmbH,Bundesministerium für Digitales und Verkehr,261151221,Bundesministerium für Digitales und Verkehr zweieinszweisechseinseinsfünf ,Bundesministerium für Digitales und Verkehr zweieinszweisechseinseinsfünf  Erstattung von Versorgungsleistungen des Bundes durch die DFS Deutsche Flugsicherung GmbH,Bundesministerium für Digitales und Verkehr,682011205.0
874,7,12,11901,14908063.59,Einnahmen aus Veröffentlichungen,Bundesministerium der Justiz,119010712,Bundesministerium der Justiz einszweieinseinsneunnulleins ,Bundesministerium der Justiz einszweieinseinsneunnulleins  Einnahmen aus Veröffentlichungen,Bundesministerium der Justiz,119010712.0
875,5,2,54623,14885356.85,Kosten aus Anlass der Deutschen OSZE-Präsidentschaft 2016,Auswärtiges Amt,546230502,Auswärtiges Amt nullzweifünfviersechszweidrei ,Auswärtiges Amt nullzweifünfviersechszweidrei  Kosten aus Anlass der Deutschen OSZE-Präsidentschaft 2016,,
876,17,3,68422,14858938.44,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,"Bundesministerium für Familie, Senioren, Frauen und Jugend",684221703,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreisechsachtvierzweizwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreisechsachtvierzweizwei  Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern","Bundesministerium für Familie, Senioren, Frauen und Jugend",684221703.0
878,10,17,42801,14824519.91,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Ernährung und Landwirtschaft,428011017,Bundesministerium für Ernährung und Landwirtschaft einssiebenvierzweiachtnulleins ,Bundesministerium für Ernährung und Landwirtschaft einssiebenvierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Ernährung und Landwirtschaft,428011017.0
879,5,1,51812,14805203.52,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Auswärtiges Amt,518120501,Auswärtiges Amt nulleinsfünfeinsachteinszwei ,Auswärtiges Amt nulleinsfünfeinsachteinszwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Auswärtiges Amt,518120501.0
880,15,16,42201,14799103.54,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422011516,Bundesministerium für Gesundheit einssechsvierzweizweinulleins ,Bundesministerium für Gesundheit einssechsvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422011516.0
882,12,13,11201,14716390.73,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,112011213,Bundesministerium für Digitales und Verkehr einsdreieinseinszweinulleins ,"Bundesministerium für Digitales und Verkehr einsdreieinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,112011213.0
883,16,6,68605,14710847.66,"Nationale Kofinanzierung des ESF-Bundesprogramms ""Soziale Stadt - Bildung, Wirtschaft, Arbeit im Quartier - BIWAQ""","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",686051606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechssechsachtsechsnullfünf ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechssechsachtsechsnullfünf  Nationale Kofinanzierung des ESF-Bundesprogramms ""Soziale Stadt - Bildung, Wirtschaft, Arbeit im Quartier - BIWAQ""","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",686052502.0
884,9,11,44101,14672849.63,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Wirtschaft und Klimaschutz,441010911,Bundesministerium für Wirtschaft und Klimaschutz einseinsvierviereinsnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einseinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Wirtschaft und Klimaschutz,441010911.0
885,12,1,71122,14671027.51,Hochbauten an Bundesstraßen bis 2 000 000 € Baukosten,Bundesministerium für Digitales und Verkehr,711221201,Bundesministerium für Digitales und Verkehr nulleinssiebeneinseinszweizwei ,Bundesministerium für Digitales und Verkehr nulleinssiebeneinseinszweizwei  Hochbauten an Bundesstraßen bis 2 000 000 € Baukosten,Bundesministerium für Digitales und Verkehr,711221201.0
886,6,25,53204,14632300.97,"Verwendung, Einsätze und Maßnahmen der Bundespolizei außerhalb des Bundesgebiets",Bundesministerium des Innern und für Heimat,532040625,Bundesministerium des Innern und für Heimat zweifünffünfdreizweinullvier ,"Bundesministerium des Innern und für Heimat zweifünffünfdreizweinullvier  Verwendung, Einsätze und Maßnahmen der Bundespolizei außerhalb des Bundesgebiets",Bundesministerium des Innern und für Heimat,532040625.0
887,11,12,51802,14612597.91,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Arbeit und Soziales,518021112,Bundesministerium für Arbeit und Soziales einszweifünfeinsachtnullzwei ,Bundesministerium für Arbeit und Soziales einszweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Arbeit und Soziales,518021112.0
888,15,15,11101,14588804.0,"Gebühren, sonstige Entgelte",Bundesministerium für Gesundheit,111011515,Bundesministerium für Gesundheit einsfünfeinseinseinsnulleins ,"Bundesministerium für Gesundheit einsfünfeinseinseinsnulleins  Gebühren, sonstige Entgelte",Bundesministerium für Gesundheit,111011515.0
889,7,17,11101,14556931.56,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010717,Bundesministerium der Justiz einssiebeneinseinseinsnulleins ,"Bundesministerium der Justiz einssiebeneinseinseinsnulleins  Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010717.0
890,10,6,68702,14544810.89,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",Bundesministerium für Ernährung und Landwirtschaft,687021006,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennullzwei ,"Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennullzwei  Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",Bundesministerium für Ernährung und Landwirtschaft,687021006.0
891,7,19,53201,14544790.44,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Justiz,532010719,Bundesministerium der Justiz einsneunfünfdreizweinulleins ,Bundesministerium der Justiz einsneunfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Justiz,532010719.0
892,60,2,81232,14448935.61,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Allgemeine Finanzverwaltung,812326002,Allgemeine Finanzverwaltung nullzweiachteinszweidreizwei ,"Allgemeine Finanzverwaltung nullzweiachteinszweidreizwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Auswärtiges Amt,812020514.0
895,12,19,11101,14319823.3,"Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111011219,Bundesministerium für Digitales und Verkehr einsneuneinseinseinsnulleins ,"Bundesministerium für Digitales und Verkehr einsneuneinseinseinsnulleins  Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111011219.0
896,15,17,38101,14244932.5,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Gesundheit,381011517,Bundesministerium für Gesundheit einssiebendreiachteinsnulleins ,Bundesministerium für Gesundheit einssiebendreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Gesundheit,381011517.0
898,4,52,68461,14190000.0,Finanzierung des Internationalen Suchdienstes Bad Arolsen,Bundeskanzler und Bundeskanzleramt,684610452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviersechseins ,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviersechseins  Finanzierung des Internationalen Suchdienstes Bad Arolsen,Bundeskanzler und Bundeskanzleramt,684610452.0
901,15,11,28209,13972680.18,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",Bundesministerium für Gesundheit,282091511,Bundesministerium für Gesundheit einseinszweiachtzweinullneun ,"Bundesministerium für Gesundheit einseinszweiachtzweinullneun  Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",Bundesministerium für Gesundheit,282091511.0
