,index,Epl.,Kap.,Tit.,Ist 2020,Zweckbestimmung,ministries,2020 id,id_nlp_help,id_nlp,2020 Zweck,id
1203,535,5,2,68715,9737030.65,Förderung von Projekten zur Holocaust-Erinnerung,Auswärtiges Amt,687150502,Auswärtiges Amt nullzweisechsachtsiebeneinsfünf ,Auswärtiges Amt nullzweisechsachtsiebeneinsfünf  Förderung von Projekten zur Holocaust-Erinnerung,Förderung von Projekten zur Holocaust-Erinnerung,687920504.0
1204,4917,32,5,11102,9733472.55,Einnahmen aus der Erstattung nach dem Stabilisierungsfondsgesetz,Bundesschuld,111023205,Bundesschuld nullfünfeinseinseinsnullzwei ,Bundesschuld nullfünfeinseinseinsnullzwei  Einnahmen aus der Erstattung nach dem Stabilisierungsfondsgesetz,Einnahmen aus der Erstattung nach dem Stabilisierungsfondsgesetz,111023205.0
1205,2726,11,11,54201,9731331.51,Öffentlichkeitsarbeit,Bundesministerium für Arbeit und Soziales,542011111,Bundesministerium für Arbeit und Soziales einseinsfünfvierzweinulleins ,Bundesministerium für Arbeit und Soziales einseinsfünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,542011111.0
1206,1859,8,15,42801,9620256.09,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium der Finanzen,428010815,Bundesministerium der Finanzen einsfünfvierzweiachtnulleins ,Bundesministerium der Finanzen einsfünfvierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010815.0
1207,1225,6,24,27202,9598792.56,Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,Bundesministerium des Innern und für Heimat,272020624,Bundesministerium des Innern und für Heimat zweivierzweisiebenzweinullzwei ,Bundesministerium des Innern und für Heimat zweivierzweisiebenzweinullzwei  Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,272020624.0
1209,4760,23,12,53201,9540018.85,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,532012312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfdreizweinulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532012312.0
1211,3844,14,12,45301,9502197.05,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Verteidigung,453011412,Bundesministerium der Verteidigung einszweivierfünfdreinulleins ,"Bundesministerium der Verteidigung einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453011412.0
1212,2847,11,15,42201,9487456.6,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422011115,Bundesministerium für Arbeit und Soziales einsfünfvierzweizweinulleins ,Bundesministerium für Arbeit und Soziales einsfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011115.0
1213,4378,16,16,42201,9478690.27,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",422011616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten",Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011616.0
1214,2336,10,5,68652,9454847.59,Bundesprogramm Nutztierhaltung,Bundesministerium für Ernährung und Landwirtschaft,686521005,Bundesministerium für Ernährung und Landwirtschaft nullfünfsechsachtsechsfünfzwei ,Bundesministerium für Ernährung und Landwirtschaft nullfünfsechsachtsechsfünfzwei  Bundesprogramm Nutztierhaltung,Bundesprogramm Nutztierhaltung,686521005.0
1215,962,6,12,53201,9450078.8,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,532010612,Bundesministerium des Innern und für Heimat einszweifünfdreizweinulleins ,Bundesministerium des Innern und für Heimat einszweifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010612.0
1216,3801,14,10,26111,9437018.85,Erstattungen Dritter - Inland -,Bundesministerium der Verteidigung,261111410,Bundesministerium der Verteidigung einsnullzweisechseinseinseins ,Bundesministerium der Verteidigung einsnullzweisechseinseinseins  Erstattungen Dritter - Inland -,Erstattungen Dritter - Inland -,261111410.0
1217,1641,7,18,51101,9427004.53,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,511010718,Bundesministerium der Justiz einsachtfünfeinseinsnulleins ,"Bundesministerium der Justiz einsachtfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010718.0
1218,811,6,3,68503,9405000.0,"Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""",Bundesministerium des Innern und für Heimat,685030603,Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnulldrei ,"Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnulldrei  Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""","Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""",685030603.0
1219,3773,14,8,51709,9403433.2,Betreibermodelle im Liegenschaftsbereich,Bundesministerium der Verteidigung,517091408,Bundesministerium der Verteidigung nullachtfünfeinssiebennullneun ,Bundesministerium der Verteidigung nullachtfünfeinssiebennullneun  Betreibermodelle im Liegenschaftsbereich,Betreibermodelle im Liegenschaftsbereich,517091408.0
1221,1394,6,29,81202,9396557.86,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020629,Bundesministerium des Innern und für Heimat zweineunachteinszweinullzwei ,"Bundesministerium des Innern und für Heimat zweineunachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020629.0
1222,3004,12,1,52631,9393042.76,Gerichts- und ähnliche Kosten,Bundesministerium für Digitales und Verkehr,526311201,Bundesministerium für Digitales und Verkehr nulleinsfünfzweisechsdreieins ,Bundesministerium für Digitales und Verkehr nulleinsfünfzweisechsdreieins  Gerichts- und ähnliche Kosten,Gerichts- und ähnliche Kosten,526211201.0
1223,4333,16,14,53202,9387973.25,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",532021614,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvierfünfdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvierfünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)",Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532021614.0
1224,1914,9,1,68624,9380590.6,Initiative Industrie 4.0,Bundesministerium für Wirtschaft und Klimaschutz,686240901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtsechszweivier ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtsechszweivier  Initiative Industrie 4.0,Initiative Industrie 4.0,686240901.0
1225,3115,12,10,63601,9358000.0,Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,Bundesministerium für Digitales und Verkehr,636011210,Bundesministerium für Digitales und Verkehr einsnullsechsdreisechsnulleins ,Bundesministerium für Digitales und Verkehr einsnullsechsdreisechsnulleins  Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,636011210.0
1229,807,6,3,68105,9261132.85,Leistungen für ehemalige deutsche zivile Zwangsarbeiter,Bundesministerium des Innern und für Heimat,681050603,Bundesministerium des Innern und für Heimat nulldreisechsachteinsnullfünf ,Bundesministerium des Innern und für Heimat nulldreisechsachteinsnullfünf  Leistungen für ehemalige deutsche zivile Zwangsarbeiter,Leistungen für ehemalige deutsche zivile Zwangsarbeiter,681050603.0
1231,395,4,52,89372,9255814.3,"Aus-, Um- und Neubau, Sanierung sowie Ausstattung von Landesmuseen und anderen überreg. Einrichtungen zur Präsentation und Erforschung dt. Kultur der historischen Siedlungsgebiete im östlichen Europa",Bundeskanzler und Bundeskanzleramt,893720452,Bundeskanzler und Bundeskanzleramt fünfzweiachtneundreisiebenzwei ,"Bundeskanzler und Bundeskanzleramt fünfzweiachtneundreisiebenzwei  Aus-, Um- und Neubau, Sanierung sowie Ausstattung von Landesmuseen und anderen überreg. Einrichtungen zur Präsentation und Erforschung dt. Kultur der historischen Siedlungsgebiete im östlichen Europa","Aus-, Um- und Neubau, Sanierung sowie Ausstattung von Landesmuseen und anderen überreg. Einrichtungen zur Präsentation und Erforschung dt. Kultur der historischen Siedlungsgebiete im östlichen Europa",893720452.0
1232,3463,12,20,11999,9246586.1,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,119991220,Bundesministerium für Digitales und Verkehr zweinulleinseinsneunneunneun ,Bundesministerium für Digitales und Verkehr zweinulleinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119991220.0
1233,1691,8,1,63223,9233598.49,Erstattungen an die Länder und sonstige Stellen für die Beseitigung ehemals alliierter Kampfmittel auf nicht bundeseigenen Liegenschaften,Bundesministerium der Finanzen,632230801,Bundesministerium der Finanzen nulleinssechsdreizweizweidrei ,Bundesministerium der Finanzen nulleinssechsdreizweizweidrei  Erstattungen an die Länder und sonstige Stellen für die Beseitigung ehemals alliierter Kampfmittel auf nicht bundeseigenen Liegenschaften,Erstattungen an die Länder und sonstige Stellen für die Beseitigung ehemals alliierter Kampfmittel auf nicht bundeseigenen Liegenschaften,632230801.0
1234,3148,12,10,89242,9223967.04,"Investitionszuschüsse an private Unternehmen zur Errichtung, Ausbau und Reaktivierung von Gleisanschlüssen",Bundesministerium für Digitales und Verkehr,892421210,Bundesministerium für Digitales und Verkehr einsnullachtneunzweivierzwei ,"Bundesministerium für Digitales und Verkehr einsnullachtneunzweivierzwei  Investitionszuschüsse an private Unternehmen zur Errichtung, Ausbau und Reaktivierung von Gleisanschlüssen","Investitionszuschüsse an private Unternehmen zur Förderung des Neu- und Ausbaus, der Reaktivierung und des Ersatzes von Gleisanschlüssen sowie weiterer Anlagen des Schienengüterverkehrs",892421210.0
1235,3175,12,11,43457,9223489.86,Zuführung an die Versorgungsrücklage,Bundesministerium für Digitales und Verkehr,434571211,Bundesministerium für Digitales und Verkehr einseinsvierdreivierfünfsieben ,Bundesministerium für Digitales und Verkehr einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,434571211.0
1236,4088,15,15,42201,9199145.13,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422011515,Bundesministerium für Gesundheit einsfünfvierzweizweinulleins ,Bundesministerium für Gesundheit einsfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011515.0
1237,3505,12,20,81201,9196620.52,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Digitales und Verkehr,812011220,Bundesministerium für Digitales und Verkehr zweinullachteinszweinulleins ,"Bundesministerium für Digitales und Verkehr zweinullachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812011220.0
1238,4290,16,13,54711,9192311.96,Nicht aufteilbare sächliche Verwaltungsausgaben,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",547111613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfviersiebeneinseins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben",Nicht aufteilbare sächliche Verwaltungsausgaben,547111613.0
1239,3297,12,15,42201,9191986.42,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422011215,Bundesministerium für Digitales und Verkehr einsfünfvierzweizweinulleins ,Bundesministerium für Digitales und Verkehr einsfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011215.0
1240,286,4,32,51802,9148488.72,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,518020432,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnullzwei ,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020432.0
1241,3938,15,5,53204,9122581.51,Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,Bundesministerium für Gesundheit,532041505,Bundesministerium für Gesundheit nullfünffünfdreizweinullvier ,Bundesministerium für Gesundheit nullfünffünfdreizweinullvier  Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,532041505.0
1242,1230,6,24,68501,9115522.27,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,Bundesministerium des Innern und für Heimat,685010624,Bundesministerium des Innern und für Heimat zweiviersechsachtfünfnulleins ,Bundesministerium des Innern und für Heimat zweiviersechsachtfünfnulleins  Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,685010624.0
1243,4712,23,4,68705,9097029.27,Zahlungen an die Karibische Entwicklungsbank und deren Sonderfonds,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,687052304,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullviersechsachtsiebennullfünf ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullviersechsachtsiebennullfünf  Zahlungen an die Karibische Entwicklungsbank und deren Sonderfonds,Zahlungen an die Karibische Entwicklungsbank und deren Sonderfonds,687052304.0
1246,2381,10,11,44657,9040355.54,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Ernährung und Landwirtschaft,446571011,Bundesministerium für Ernährung und Landwirtschaft einseinsvierviersechsfünfsieben ,Bundesministerium für Ernährung und Landwirtschaft einseinsvierviersechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446571011.0
1247,3034,12,3,52103,9039786.7,Unterhaltung und Betrieb des Kommunikationsnetzes der Wasserstraßen- und Schifffahrtsverwaltung,Bundesministerium für Digitales und Verkehr,521031203,Bundesministerium für Digitales und Verkehr nulldreifünfzweieinsnulldrei ,Bundesministerium für Digitales und Verkehr nulldreifünfzweieinsnulldrei  Unterhaltung und Betrieb des Kommunikationsnetzes der Wasserstraßen- und Schifffahrtsverwaltung,Maßnahmen zum Alleenschutz und Entwicklung sowie Pflege und Unterhaltung von Ausgleichs- und Ersatzmaßnahmen an Bundesstraßen,521221201.0
