,Epl.,Kap.,Tit.,Ist 2018,Zweckbestimmung,ministries,2018 id,id_nlp_help,id_nlp,2018 Zweck,id
1118,9,12,51701,9410416.56,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Wirtschaft und Klimaschutz,517010912,Bundesministerium für Wirtschaft und Klimaschutz einszweifünfeinssiebennulleins ,"Bundesministerium für Wirtschaft und Klimaschutz einszweifünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Wirtschaft und Klimaschutz,517010912.0
1119,15,15,42201,9398556.53,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422011515,Bundesministerium für Gesundheit einsfünfvierzweizweinulleins ,Bundesministerium für Gesundheit einsfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422011515.0
1122,12,5,34101,9323000.0,"Beitrag von EUMETSAT für die Entwicklung und den Bau des Erdbeobachtungsinstruments ""METimage""",Bundesministerium für Digitales und Verkehr,341011205,Bundesministerium für Digitales und Verkehr nullfünfdreiviereinsnulleins ,"Bundesministerium für Digitales und Verkehr nullfünfdreiviereinsnulleins  Beitrag von EUMETSAT für die Entwicklung und den Bau des Erdbeobachtungsinstruments ""METimage""",Bundesministerium für Digitales und Verkehr,341011205.0
1123,6,3,68503,9315000.0,"Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""",Bundesministerium des Innern und für Heimat,685030603,Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnulldrei ,"Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnulldrei  Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""",Bundesministerium des Innern und für Heimat,685030603.0
1124,2,12,53251,9286913.82,Aufträge und Dienstleistungen im Bereich Informationstechnik,Deutscher Bundestag,532510212,Deutscher Bundestag einszweifünfdreizweifünfeins ,Deutscher Bundestag einszweifünfdreizweifünfeins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Deutscher Bundestag,532510212.0
1125,8,13,42709,9284244.97,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Finanzen,427090813,Bundesministerium der Finanzen einsdreivierzweisiebennullneun ,"Bundesministerium der Finanzen einsdreivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Finanzen,427090813.0
1126,14,3,63654,9279606.5,Erstattungen an die Krankenkassen und an andere öffentlich-rechtliche Leistungsträger nach dem Soldatenversorgungsgesetz,Bundesministerium der Verteidigung,636541403,Bundesministerium der Verteidigung nulldreisechsdreisechsfünfvier ,Bundesministerium der Verteidigung nulldreisechsdreisechsfünfvier  Erstattungen an die Krankenkassen und an andere öffentlich-rechtliche Leistungsträger nach dem Soldatenversorgungsgesetz,Bundesministerium der Verteidigung,636541403.0
1127,12,19,42201,9270458.96,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422011219,Bundesministerium für Digitales und Verkehr einsneunvierzweizweinulleins ,Bundesministerium für Digitales und Verkehr einsneunvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422011219.0
1128,17,12,51802,9264137.36,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Bundesministerium für Familie, Senioren, Frauen und Jugend",518021712,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszweifünfeinsachtnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement","Bundesministerium für Familie, Senioren, Frauen und Jugend",518021712.0
1129,7,17,11101,9213735.06,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010717,Bundesministerium der Justiz einssiebeneinseinseinsnulleins ,"Bundesministerium der Justiz einssiebeneinseinseinsnulleins  Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010717.0
1130,8,1,68111,9205193.95,"Laufende Leistungen aufgrund des LAG und des Gesetzes zur Abgeltung von Reparations-, Restitutions-, Zerstörungs- und Rückerstattungsschäden (RepG)",Bundesministerium der Finanzen,681110801,Bundesministerium der Finanzen nulleinssechsachteinseinseins ,"Bundesministerium der Finanzen nulleinssechsachteinseinseins  Laufende Leistungen aufgrund des LAG und des Gesetzes zur Abgeltung von Reparations-, Restitutions-, Zerstörungs- und Rückerstattungsschäden (RepG)",Bundesministerium der Finanzen,681110801.0
1134,6,4,63271,9177308.0,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),Bundesministerium des Innern und für Heimat,632710604,Bundesministerium des Innern und für Heimat nullviersechsdreizweisiebeneins ,Bundesministerium des Innern und für Heimat nullviersechsdreizweisiebeneins  Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),Bundesministerium für Arbeit und Soziales,632011107.0
1135,2,12,41104,9172202.76,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",Deutscher Bundestag,411040212,Deutscher Bundestag einszweiviereinseinsnullvier ,"Deutscher Bundestag einszweiviereinseinsnullvier  Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",Deutscher Bundestag,411040212.0
1136,4,52,68422,9150000.0,Initiative Musik,Bundeskanzler und Bundeskanzleramt,684220452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtvierzweizwei ,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtvierzweizwei  Initiative Musik,Bundeskanzler und Bundeskanzleramt,684220452.0
1137,12,13,42201,9148505.77,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422011213,Bundesministerium für Digitales und Verkehr einsdreivierzweizweinulleins ,Bundesministerium für Digitales und Verkehr einsdreivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422011213.0
1138,4,32,51802,9148488.72,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,518020432,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnullzwei ,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,518020432.0
1139,15,17,51701,9103012.51,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Gesundheit,517011517,Bundesministerium für Gesundheit einssiebenfünfeinssiebennulleins ,"Bundesministerium für Gesundheit einssiebenfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Gesundheit,517011517.0
1140,7,12,42202,9076237.75,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Justiz,422020712,Bundesministerium der Justiz einszweivierzweizweinullzwei ,Bundesministerium der Justiz einszweivierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Justiz,422020712.0
1141,8,15,11201,9068181.99,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium der Finanzen,112010815,Bundesministerium der Finanzen einsfünfeinseinszweinulleins ,"Bundesministerium der Finanzen einsfünfeinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium der Finanzen,112010815.0
1142,9,10,69701,9049389.43,Zahlung von Zinsen für zu Unrecht gezahlte Antidumpingzölle,Bundesministerium für Wirtschaft und Klimaschutz,697010910,Bundesministerium für Wirtschaft und Klimaschutz einsnullsechsneunsiebennulleins ,Bundesministerium für Wirtschaft und Klimaschutz einsnullsechsneunsiebennulleins  Zahlung von Zinsen für zu Unrecht gezahlte Antidumpingzölle,Bundesministerium für Wirtschaft und Klimaschutz,697010910.0
1146,12,18,38101,9024700.98,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Digitales und Verkehr,381011218,Bundesministerium für Digitales und Verkehr einsachtdreiachteinsnulleins ,Bundesministerium für Digitales und Verkehr einsachtdreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Digitales und Verkehr,381011218.0
1147,12,11,43457,9003453.84,Zuführung an die Versorgungsrücklage,Bundesministerium für Digitales und Verkehr,434571211,Bundesministerium für Digitales und Verkehr einseinsvierdreivierfünfsieben ,Bundesministerium für Digitales und Verkehr einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Bundesministerium für Digitales und Verkehr,434571211.0
1148,14,7,53402,8975833.89,Gebühren für die Benutzung ziviler Flugplätze,Bundesministerium der Verteidigung,534021407,Bundesministerium der Verteidigung nullsiebenfünfdreiviernullzwei ,Bundesministerium der Verteidigung nullsiebenfünfdreiviernullzwei  Gebühren für die Benutzung ziviler Flugplätze,Bundesministerium der Verteidigung,534021407.0
1150,5,10,51901,8877055.02,Unterhaltung der Grundstücke und baulichen Anlagen,Auswärtiges Amt,519010510,Auswärtiges Amt einsnullfünfeinsneunnulleins ,Auswärtiges Amt einsnullfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Auswärtiges Amt,519010514.0
1151,23,12,53201,8869661.55,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,532012312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfdreizweinulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,532012312.0
1152,12,16,63404,8865068.97,Erstattungen des Bundes nach § 21 Abs. 5 und 6 des Gesetzes über die Gründung einer Deutsche Bahn Aktiengesellschaft (DBGrG),Bundesministerium für Digitales und Verkehr,634041216,Bundesministerium für Digitales und Verkehr einssechssechsdreiviernullvier ,Bundesministerium für Digitales und Verkehr einssechssechsdreiviernullvier  Erstattungen des Bundes nach § 21 Abs. 5 und 6 des Gesetzes über die Gründung einer Deutsche Bahn Aktiengesellschaft (DBGrG),Bundesministerium für Digitales und Verkehr,634041216.0
1153,5,1,68740,8830540.75,Maßnahmen der regionalen Zusammenarbeit,Auswärtiges Amt,687400501,Auswärtiges Amt nulleinssechsachtsiebenviernull ,Auswärtiges Amt nulleinssechsachtsiebenviernull  Maßnahmen der regionalen Zusammenarbeit,Auswärtiges Amt,687400501.0
1154,16,13,11999,8821211.0,Vermischte Einnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinsneunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinsneunneunneun  Vermischte Einnahmen","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991613.0
1155,14,8,51709,8815212.21,Betreibermodelle im Liegenschaftsbereich,Bundesministerium der Verteidigung,517091408,Bundesministerium der Verteidigung nullachtfünfeinssiebennullneun ,Bundesministerium der Verteidigung nullachtfünfeinssiebennullneun  Betreibermodelle im Liegenschaftsbereich,Bundesministerium der Verteidigung,517091408.0
1157,11,15,42201,8805556.89,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422011115,Bundesministerium für Arbeit und Soziales einsfünfvierzweizweinulleins ,Bundesministerium für Arbeit und Soziales einsfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422011115.0
1158,6,20,42801,8797509.15,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428010620,Bundesministerium des Innern und für Heimat zweinullvierzweiachtnulleins ,Bundesministerium des Innern und für Heimat zweinullvierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428010620.0
1159,6,24,53202,8785734.34,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium des Innern und für Heimat,532020624,Bundesministerium des Innern und für Heimat zweivierfünfdreizweinullzwei ,Bundesministerium des Innern und für Heimat zweivierfünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium des Innern und für Heimat,532020624.0
1161,8,16,51801,8732939.03,Mieten und Pachten,Bundesministerium der Finanzen,518010816,Bundesministerium der Finanzen einssechsfünfeinsachtnulleins ,Bundesministerium der Finanzen einssechsfünfeinsachtnulleins  Mieten und Pachten,Bundesministerium der Finanzen,518010816.0
1162,10,6,68704,8673228.27,Zusammenarbeit mit der FAO und anderen internationalen Organisationen im Agrar- und Ernährungsbereich,Bundesministerium für Ernährung und Landwirtschaft,687041006,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennullvier ,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennullvier  Zusammenarbeit mit der FAO und anderen internationalen Organisationen im Agrar- und Ernährungsbereich,Bundesministerium für Ernährung und Landwirtschaft,687041006.0
1163,12,3,42729,8662991.4,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427291203,Bundesministerium für Digitales und Verkehr nulldreivierzweisiebenzweineun ,"Bundesministerium für Digitales und Verkehr nulldreivierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427291203.0
1165,12,3,75202,8630858.0,Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung für Verkehrsinfrastrukturvorhaben im Bereich der Bundeswasserstraßen,Bundesministerium für Digitales und Verkehr,752021203,Bundesministerium für Digitales und Verkehr nulldreisiebenfünfzweinullzwei ,Bundesministerium für Digitales und Verkehr nulldreisiebenfünfzweinullzwei  Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung für Verkehrsinfrastrukturvorhaben im Bereich der Bundeswasserstraßen,,
1166,6,24,27201,8586963.08,Zuschüsse der Europäischen Union,Bundesministerium des Innern und für Heimat,272010624,Bundesministerium des Innern und für Heimat zweivierzweisiebenzweinulleins ,Bundesministerium des Innern und für Heimat zweivierzweisiebenzweinulleins  Zuschüsse der Europäischen Union,Bundesministerium des Innern und für Heimat,272010624.0
1167,9,15,54431,8581630.84,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Wirtschaft und Klimaschutz,544310915,Bundesministerium für Wirtschaft und Klimaschutz einsfünffünfviervierdreieins ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünffünfviervierdreieins  Forschung, Untersuchungen und Ähnliches",Bundesministerium für Wirtschaft und Klimaschutz,544310915.0
1169,10,4,27201,8556926.51,Einnahmen aus Beteiligungen der EU-Strukturfonds,Bundesministerium für Ernährung und Landwirtschaft,272011004,Bundesministerium für Ernährung und Landwirtschaft nullvierzweisiebenzweinulleins ,Bundesministerium für Ernährung und Landwirtschaft nullvierzweisiebenzweinulleins  Einnahmen aus Beteiligungen der EU-Strukturfonds,Bundesministerium für Ernährung und Landwirtschaft,272011004.0
