,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
1857,1480,7,13,51802,4228226.04,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium der Justiz,071351802,Bundesministerium der Justiz einsdrei fünfeinsachtnullzwei ,Bundesministerium der Justiz einsdrei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
1858,3727,14,7,53411,4225610.95,"Betrieb Flugplätze und Depots, einschließlich sonstiger Betriebskosten",Bundesministerium der Verteidigung,140753411,Bundesministerium der Verteidigung nullsieben fünfdreiviereinseins ,"Bundesministerium der Verteidigung nullsieben fünfdreiviereinseins  Betrieb Flugplätze und Depots, einschließlich sonstiger Betriebskosten"
1859,626,5,11,54501,4223927.16,"Konferenzen, Tagungen, Messen und Ausstellungen",Auswärtiges Amt,051154501,Auswärtiges Amt einseins fünfvierfünfnulleins ,"Auswärtiges Amt einseins fünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
1860,1814,8,16,52501,4223636.05,Aus- und Fortbildung,Bundesministerium der Finanzen,081652501,Bundesministerium der Finanzen einssechs fünfzweifünfnulleins ,Bundesministerium der Finanzen einssechs fünfzweifünfnulleins  Aus- und Fortbildung
1861,4665,20,12,51101,4219015.93,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesrechnungshof,201251101,Bundesrechnungshof einszwei fünfeinseinsnulleins ,"Bundesrechnungshof einszwei fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
1862,280,4,13,53101,4210032.66,Integrationspolitische Maßnahmen,Bundeskanzler und Bundeskanzleramt,041353101,Bundeskanzler und Bundeskanzleramt einsdrei fünfdreieinsnulleins ,Bundeskanzler und Bundeskanzleramt einsdrei fünfdreieinsnulleins  Integrationspolitische Maßnahmen
1863,779,6,1,68423,4208413.29,Periodisch wiederkehrende Sportveranstaltungen,Bundesministerium des Innern und für Heimat,060168423,Bundesministerium des Innern und für Heimat nulleins sechsachtvierzweidrei ,Bundesministerium des Innern und für Heimat nulleins sechsachtvierzweidrei  Periodisch wiederkehrende Sportveranstaltungen
1864,1646,8,2,28601,4204905.28,Einnahmen im Zusammenhang mit der Abgeltung von Schäden,Bundesministerium der Finanzen,080228601,Bundesministerium der Finanzen nullzwei zweiachtsechsnulleins ,Bundesministerium der Finanzen nullzwei zweiachtsechsnulleins  Einnahmen im Zusammenhang mit der Abgeltung von Schäden
1865,1716,8,12,68301,4204680.08,Erstattung von Mindereinnahmen infolge der Gebührenbefreiung gemäß § 24 Geldwäschegesetz an die Bundesanzeiger Verlag GmbH,Bundesministerium der Finanzen,081268301,Bundesministerium der Finanzen einszwei sechsachtdreinulleins ,Bundesministerium der Finanzen einszwei sechsachtdreinulleins  Erstattung von Mindereinnahmen infolge der Gebührenbefreiung gemäß § 24 Geldwäschegesetz an die Bundesanzeiger Verlag GmbH
1867,3242,12,15,26101,4201380.94,Erstattung von Personal- und Reisekosten,Bundesministerium für Digitales und Verkehr,121526101,Bundesministerium für Digitales und Verkehr einsfünf zweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr einsfünf zweisechseinsnulleins  Erstattung von Personal- und Reisekosten
1868,4319,16,13,53201,4191235.33,Aufträge und Dienstleistungen im Bereich Informationstechnik,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161353201,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfdreizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik"
1869,4204,16,1,98103,4184328.14,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160198103,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins neunachteinsnulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7"
1870,3461,12,20,53201,4181338.22,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,122053201,Bundesministerium für Digitales und Verkehr zweinull fünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr zweinull fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik
1871,861,6,3,68510,4175555.33,Mitgliedsbeitrag an die Internationale Organisation für Migration (IOM),Bundesministerium des Innern und für Heimat,060368510,Bundesministerium des Innern und für Heimat nulldrei sechsachtfünfeinsnull ,Bundesministerium des Innern und für Heimat nulldrei sechsachtfünfeinsnull  Mitgliedsbeitrag an die Internationale Organisation für Migration (IOM)
1872,783,6,1,68621,4170000.0,Bundeszuschuss an die Stiftung Fußball & Kultur EURO 2024 gGmbH zum Kunst- und Kulturprogramm anlässlich der EURO 2024,Bundesministerium des Innern und für Heimat,060168621,Bundesministerium des Innern und für Heimat nulleins sechsachtsechszweieins ,Bundesministerium des Innern und für Heimat nulleins sechsachtsechszweieins  Bundeszuschuss an die Stiftung Fußball & Kultur EURO 2024 gGmbH zum Kunst- und Kulturprogramm anlässlich der EURO 2024
1873,3364,12,18,53201,4169028.59,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,121853201,Bundesministerium für Digitales und Verkehr einsacht fünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr einsacht fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik
1874,3288,12,17,51101,4168434.35,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Digitales und Verkehr,121751101,Bundesministerium für Digitales und Verkehr einssieben fünfeinseinsnulleins ,"Bundesministerium für Digitales und Verkehr einssieben fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
1875,1649,8,2,51701,4166383.75,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium der Finanzen,080251701,Bundesministerium der Finanzen nullzwei fünfeinssiebennulleins ,"Bundesministerium der Finanzen nullzwei fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume"
1876,3926,15,4,88201,4163716.0,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),Bundesministerium für Gesundheit,150488201,Bundesministerium für Gesundheit nullvier achtachtzweinulleins ,Bundesministerium für Gesundheit nullvier achtachtzweinulleins  Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL)
1877,1374,6,34,42801,4158441.63,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,063442801,Bundesministerium des Innern und für Heimat dreivier vierzweiachtnulleins ,Bundesministerium des Innern und für Heimat dreivier vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1878,4122,15,16,51101,4156559.64,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Gesundheit,151651101,Bundesministerium für Gesundheit einssechs fünfeinseinsnulleins ,"Bundesministerium für Gesundheit einssechs fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
1879,674,5,12,52721,4152730.9,Dienstreisen,Auswärtiges Amt,051252721,Auswärtiges Amt einszwei fünfzweisiebenzweieins ,Auswärtiges Amt einszwei fünfzweisiebenzweieins  Dienstreisen
1880,122,2,12,53105,4138691.14,"Erinnerungskultur, historische Ausstellung, Veranstaltungen und Festakte",Deutscher Bundestag,021253105,Deutscher Bundestag einszwei fünfdreieinsnullfünf ,"Deutscher Bundestag einszwei fünfdreieinsnullfünf  Erinnerungskultur, historische Ausstellung, Veranstaltungen und Festakte"
1881,332,4,32,51101,4130068.67,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundeskanzler und Bundeskanzleramt,043251101,Bundeskanzler und Bundeskanzleramt dreizwei fünfeinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt dreizwei fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
1882,4091,15,16,12902,4113683.75,Einnahmen aus der Cannabis-Agentur,Bundesministerium für Gesundheit,151612902,Bundesministerium für Gesundheit einssechs einszweineunnullzwei ,Bundesministerium für Gesundheit einssechs einszweineunnullzwei  Einnahmen aus der Cannabis-Agentur
1883,4772,23,4,68705,4100000.0,Zahlungen an die Karibische Entwicklungsbank und deren Sonderfonds,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230468705,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennullfünf ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennullfünf  Zahlungen an die Karibische Entwicklungsbank und deren Sonderfonds
1885,141,2,12,51156,4087886.77,"Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung",Deutscher Bundestag,021251156,Deutscher Bundestag einszwei fünfeinseinsfünfsechs ,"Deutscher Bundestag einszwei fünfeinseinsfünfsechs  Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung"
1887,2930,12,1,51421,4082835.39,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Digitales und Verkehr,120151421,Bundesministerium für Digitales und Verkehr nulleins fünfeinsvierzweieins ,"Bundesministerium für Digitales und Verkehr nulleins fünfeinsvierzweieins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
1888,3951,15,11,44101,4081127.78,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Gesundheit,151144101,Bundesministerium für Gesundheit einseins vierviereinsnulleins ,Bundesministerium für Gesundheit einseins vierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften
1891,71,2,11,44101,4051899.92,Beihilfen aufgrund der Beihilfevorschriften,Deutscher Bundestag,021144101,Deutscher Bundestag einseins vierviereinsnulleins ,Deutscher Bundestag einseins vierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften
1892,3829,14,13,28101,4051273.09,Erstattungen Dritter für die Gestellung von Personal der Bundeswehr,Bundesministerium der Verteidigung,141328101,Bundesministerium der Verteidigung einsdrei zweiachteinsnulleins ,Bundesministerium der Verteidigung einsdrei zweiachteinsnulleins  Erstattungen Dritter für die Gestellung von Personal der Bundeswehr
1893,5045,30,4,23202,4048330.0,Einnahmen aus Zuweisungen der Länder zur Nationalen Kohorte,Bundesministerium für Bildung und Forschung,300423202,Bundesministerium für Bildung und Forschung nullvier zweidreizweinullzwei ,Bundesministerium für Bildung und Forschung nullvier zweidreizweinullzwei  Einnahmen aus Zuweisungen der Länder zur Nationalen Kohorte
1894,367,4,52,51802,4036956.29,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,045251802,Bundeskanzler und Bundeskanzleramt fünfzwei fünfeinsachtnullzwei ,Bundeskanzler und Bundeskanzleramt fünfzwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
1895,3320,12,18,11999,4022494.64,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,121811999,Bundesministerium für Digitales und Verkehr einsacht einseinsneunneunneun ,Bundesministerium für Digitales und Verkehr einsacht einseinsneunneunneun  Vermischte Einnahmen
1896,102,2,12,68512,4020108.69,Förderung von Einrichtungen für parlamentarische Zwecke,Deutscher Bundestag,021268512,Deutscher Bundestag einszwei sechsachtfünfeinszwei ,Deutscher Bundestag einszwei sechsachtfünfeinszwei  Förderung von Einrichtungen für parlamentarische Zwecke
1897,321,4,32,53205,4012623.36,"Nachrichtenagenturdienste, Informationsdienste und Pressekorrespondenzen",Bundeskanzler und Bundeskanzleramt,043253205,Bundeskanzler und Bundeskanzleramt dreizwei fünfdreizweinullfünf ,"Bundeskanzler und Bundeskanzleramt dreizwei fünfdreizweinullfünf  Nachrichtenagenturdienste, Informationsdienste und Pressekorrespondenzen"
1898,4418,16,16,81202,4009928.9,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161681202,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs achteinszweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
1899,3721,14,7,53401,4006668.52,Schifffahrts- und Hafengebühren sowie durch Ausschiffung im Ausland entstehende sächliche Ausgaben,Bundesministerium der Verteidigung,140753401,Bundesministerium der Verteidigung nullsieben fünfdreiviernulleins ,Bundesministerium der Verteidigung nullsieben fünfdreiviernulleins  Schifffahrts- und Hafengebühren sowie durch Ausschiffung im Ausland entstehende sächliche Ausgaben
1900,3244,12,15,51802,4002139.08,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Digitales und Verkehr,121551802,Bundesministerium für Digitales und Verkehr einsfünf fünfeinsachtnullzwei ,Bundesministerium für Digitales und Verkehr einsfünf fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
1901,4227,16,5,63202,3990966.16,Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160563202,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünf sechsdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünf sechsdreizweinullzwei  Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes"
1902,688,5,12,51931,3983867.47,Unterhaltung der Grundstücke und baulichen Anlagen,Auswärtiges Amt,051251931,Auswärtiges Amt einszwei fünfeinsneundreieins ,Auswärtiges Amt einszwei fünfeinsneundreieins  Unterhaltung der Grundstücke und baulichen Anlagen
1903,415,4,52,68751,3977076.69,Förderung deutscher Künstler im Ausland,Bundeskanzler und Bundeskanzleramt,045268751,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtsiebenfünfeins ,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtsiebenfünfeins  Förderung deutscher Künstler im Ausland
1905,2820,11,15,42801,3972833.88,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Arbeit und Soziales,111542801,Bundesministerium für Arbeit und Soziales einsfünf vierzweiachtnulleins ,Bundesministerium für Arbeit und Soziales einsfünf vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1906,4905,25,3,71211,3972323.14,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",250371211,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulldrei siebeneinszweieinseins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulldrei siebeneinszweieinseins  Baumaßnahmen von mehr als 6 000 000 € im Einzelfall"
