,index,Epl.,Kap.,Tit.,Ist 2013,Zweckbestimmung,ministries,2013 id,id_nlp_help,id_nlp,2013 Zweck,id
1183,2938,12,2,53213,6444298.9,Wissenschaftliche und allgemein-wirtschaftliche Untersuchungen auf allen Fachgebieten der Verkehrsverwaltung,Bundesministerium für Digitales und Verkehr,532131202,Bundesministerium für Digitales und Verkehr nullzweifünfdreizweieinsdrei ,Bundesministerium für Digitales und Verkehr nullzweifünfdreizweieinsdrei  Wissenschaftliche und allgemein-wirtschaftliche Untersuchungen auf allen Fachgebieten der Verkehrsverwaltung,Wissenschaftliche und allgemein-wirtschaftliche Untersuchungen auf allen Fachgebieten der Verkehrsverwaltung,532171210.0
1184,1871,8,16,11999,6443892.81,Vermischte Einnahmen,Bundesministerium der Finanzen,119990816,Bundesministerium der Finanzen einssechseinseinsneunneunneun ,Bundesministerium der Finanzen einssechseinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119990816.0
1185,1654,7,10,63403,6438087.2,Zuweisungen an den Versorgungsfonds,Bundesministerium der Justiz,634030710,Bundesministerium der Justiz einsnullsechsdreiviernulldrei ,Bundesministerium der Justiz einsnullsechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,,
1187,13,1,3,42801,6415193.41,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundespräsident und Bundespräsidialamt,428010103,Bundespräsident und Bundespräsidialamt nulldreivierzweiachtnulleins ,Bundespräsident und Bundespräsidialamt nulldreivierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010113.0
1188,3860,14,4,83102,6395341.38,Erwerb von Beteiligungen an Gesellschaften,Bundesministerium der Verteidigung,831021404,Bundesministerium der Verteidigung nullvierachtdreieinsnullzwei ,Bundesministerium der Verteidigung nullvierachtdreieinsnullzwei  Erwerb von Beteiligungen an Gesellschaften,Erwerb von Beteiligungen an Gesellschaften,831021413.0
1189,2253,9,18,81202,6352230.24,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Wirtschaft und Klimaschutz,812020918,Bundesministerium für Wirtschaft und Klimaschutz einsachtachteinszweinullzwei ,"Bundesministerium für Wirtschaft und Klimaschutz einsachtachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020918.0
1190,3404,12,14,81203,6299717.5,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Bundesministerium für Digitales und Verkehr,812031214,Bundesministerium für Digitales und Verkehr einsvierachteinszweinulldrei ,"Bundesministerium für Digitales und Verkehr einsvierachteinszweinulldrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812011214.0
1191,1857,8,15,42203,6292564.44,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium der Finanzen,422030815,Bundesministerium der Finanzen einsfünfvierzweizweinulldrei ,Bundesministerium der Finanzen einsfünfvierzweizweinulldrei  Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,422030815.0
1193,4284,15,11,42729,6276477.8,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427291511,Bundesministerium für Gesundheit einseinsvierzweisiebenzweineun ,"Bundesministerium für Gesundheit einseinsvierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427291516.0
1194,2833,11,10,63241,6275123.32,"Heilbehandlung, Badekuren und Krankenbehandlung in versorgungseigenen Krankenanstalten sowie Badekuren in versorgungsfremden Kureinrichtungen",Bundesministerium für Arbeit und Soziales,632411110,Bundesministerium für Arbeit und Soziales einsnullsechsdreizweiviereins ,"Bundesministerium für Arbeit und Soziales einsnullsechsdreizweiviereins  Heilbehandlung, Badekuren und Krankenbehandlung in versorgungseigenen Krankenanstalten sowie Badekuren in versorgungsfremden Kureinrichtungen",,
1195,613,5,3,12401,6252684.58,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Auswärtiges Amt,124010503,Auswärtiges Amt nulldreieinszweiviernulleins ,"Auswärtiges Amt nulldreieinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung",,
1196,1662,7,10,81255,6206433.86,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Bundesministerium der Justiz,812550710,Bundesministerium der Justiz einsnullachteinszweifünffünf ,"Bundesministerium der Justiz einsnullachteinszweifünffünf  Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",,
1197,80,2,1,41119,6197478.28,Aufwendungen zur Nutzung des gemeinsamen Informations- und Kommunikationssystems des Deutschen Bundestages sowie für Geschäftsbedarf nach § 12 Abs. 4 Nrn. 1 und 4 Abgeordnetengesetz,Deutscher Bundestag,411190201,Deutscher Bundestag nulleinsviereinseinseinsneun ,Deutscher Bundestag nulleinsviereinseinseinsneun  Aufwendungen zur Nutzung des gemeinsamen Informations- und Kommunikationssystems des Deutschen Bundestages sowie für Geschäftsbedarf nach § 12 Abs. 4 Nrn. 1 und 4 Abgeordnetengesetz,Aufwendungen zur Nutzung des gemeinsamen Informations- und Kommunikationssystems des Deutschen Bundestages sowie für Geschäftsbedarf nach § 12  Abs. 4 Nrn. 1 und 4 Abgeordnetengesetz,411190212.0
1199,4882,23,2,18603,6174808.81,Tilgung von Darlehen zur Verbesserung der Beschäftigungssituation,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,186032302,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzweieinsachtsechsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzweieinsachtsechsnulldrei  Tilgung von Darlehen zur Verbesserung der Beschäftigungssituation,Tilgung von Darlehen zur Verbesserung der Beschäftigungssituation,186032301.0
1200,1673,8,1,23201,6174545.64,Zuschüsse von Ländern zur Unterhaltshilfe (§ 6 LAG und § 3 Abs. 2 LA-EG-Saar),Bundesministerium der Finanzen,232010801,Bundesministerium der Finanzen nulleinszweidreizweinulleins ,Bundesministerium der Finanzen nulleinszweidreizweinulleins  Zuschüsse von Ländern zur Unterhaltshilfe (§ 6 LAG und § 3 Abs. 2 LA-EG-Saar),Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar),282010801.0
1201,3233,12,10,13201,6171268.02,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Digitales und Verkehr,132011210,Bundesministerium für Digitales und Verkehr einsnulleinsdreizweinulleins ,Bundesministerium für Digitales und Verkehr einsnulleinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,132011219.0
1202,4279,15,11,38101,6165307.9,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Gesundheit,381011511,Bundesministerium für Gesundheit einseinsdreiachteinsnulleins ,Bundesministerium für Gesundheit einseinsdreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011516.0
1203,4944,30,1,42709,6132762.77,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Bildung und Forschung,427093001,Bundesministerium für Bildung und Forschung nulleinsvierzweisiebennullneun ,"Bundesministerium für Bildung und Forschung nulleinsvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427093012.0
1204,4390,16,2,68511,6122335.0,Förderung von Maßnahmen im Rahmen des Bundesprogramms Biologische Vielfalt,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",685111602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweisechsachtfünfeinseins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweisechsachtfünfeinseins  Förderung von Maßnahmen im Rahmen des Bundesprogramms Biologische Vielfalt",,
1206,1335,6,33,52602,6108679.24,Sachverständige,Bundesministerium des Innern und für Heimat,526020633,Bundesministerium des Innern und für Heimat dreidreifünfzweisechsnullzwei ,Bundesministerium des Innern und für Heimat dreidreifünfzweisechsnullzwei  Sachverständige,Dienstreisen,527010622.0
1208,3987,14,22,68711,6061732.16,Beitrag zu den Verwaltungskosten der Europäischen Verteidigungsagentur (EVA),Bundesministerium der Verteidigung,687111422,Bundesministerium der Verteidigung zweizweisechsachtsiebeneinseins ,Bundesministerium der Verteidigung zweizweisechsachtsiebeneinseins  Beitrag zu den Verwaltungskosten der Europäischen Verteidigungsagentur (EVA),,
1209,3133,12,8,51802,6050712.61,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Digitales und Verkehr,518021208,Bundesministerium für Digitales und Verkehr nullachtfünfeinsachtnullzwei ,Bundesministerium für Digitales und Verkehr nullachtfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021220.0
1211,3982,14,22,68706,6024108.16,Beiträge an internationale Organisationen,Bundesministerium der Verteidigung,687061422,Bundesministerium der Verteidigung zweizweisechsachtsiebennullsechs ,Bundesministerium der Verteidigung zweizweisechsachtsiebennullsechs  Beiträge an internationale Organisationen,Beiträge an sonstige internationale Organisationen und Einrichtungen,687031401.0
1212,611,5,2,68798,6000000.0,"Bundesanteil zur Finanzierung des Kapitalstocks der polnischen Stiftung ""Gedenkstätte Auschwitz-Birkenau""",Auswärtiges Amt,687980502,Auswärtiges Amt nullzweisechsachtsiebenneunacht ,"Auswärtiges Amt nullzweisechsachtsiebenneunacht  Bundesanteil zur Finanzierung des Kapitalstocks der polnischen Stiftung ""Gedenkstätte Auschwitz-Birkenau""",,
1214,2056,9,13,51131,5965131.15,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Wirtschaft und Klimaschutz,511310913,Bundesministerium für Wirtschaft und Klimaschutz einsdreifünfeinseinsdreieins ,"Bundesministerium für Wirtschaft und Klimaschutz einsdreifünfeinseinsdreieins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511310913.0
1215,4432,16,5,53202,5921084.42,Informations- und Dokumentationssystem Umwelt (UMPLIS),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",532021605,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünffünfdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünffünfdreizweinullzwei  Informations- und Dokumentationssystem Umwelt (UMPLIS)",,
1216,1658,7,10,51155,5919644.17,"Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software Wartung",Bundesministerium der Justiz,511550710,Bundesministerium der Justiz einsnullfünfeinseinsfünffünf ,"Bundesministerium der Justiz einsnullfünfeinseinsfünffünf  Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software Wartung","Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung",511560212.0
1217,2717,11,5,42201,5907108.71,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422011105,Bundesministerium für Arbeit und Soziales nullfünfvierzweizweinulleins ,Bundesministerium für Arbeit und Soziales nullfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011112.0
1218,4614,17,2,68407,5861807.3,Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege,"Bundesministerium für Familie, Senioren, Frauen und Jugend",684071702,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweisechsachtviernullsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweisechsachtviernullsieben  Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege",Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege,684071710.0
1219,837,6,8,11999,5860739.88,Vermischte Einnahmen,Bundesministerium des Innern und für Heimat,119990608,Bundesministerium des Innern und für Heimat nullachteinseinsneunneunneun ,Bundesministerium des Innern und für Heimat nullachteinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119990603.0
1220,4401,16,4,53203,5860605.64,Untersuchungen zu Fragen des Strahlenschutzes,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",532031604,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvierfünfdreizweinulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvierfünfdreizweinulldrei  Untersuchungen zu Fragen des Strahlenschutzes","Forschung, Untersuchungen und Ähnliches",544011605.0
1223,1227,6,28,53241,5822335.92,Ausgaben für ergänzende Zivilschutzausbildung,Bundesministerium des Innern und für Heimat,532410628,Bundesministerium des Innern und für Heimat zweiachtfünfdreizweiviereins ,Bundesministerium des Innern und für Heimat zweiachtfünfdreizweiviereins  Ausgaben für ergänzende Zivilschutzausbildung,"Einnahmen aus Vermietung, Verpachtung und Nutzung",124010624.0
1224,3316,12,12,11919,5817607.16,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,119191212,Bundesministerium für Digitales und Verkehr einszweieinseinsneuneinsneun ,Bundesministerium für Digitales und Verkehr einszweieinseinsneuneinsneun  Vermischte Einnahmen,Vermischte Einnahmen,119191215.0
1225,3285,12,11,54721,5808760.44,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,547211211,Bundesministerium für Digitales und Verkehr einseinsfünfviersiebenzweieins ,Bundesministerium für Digitales und Verkehr einseinsfünfviersiebenzweieins  Nicht aufteilbare sächliche Verwaltungsausgaben,Zuführung an die Versorgungsrücklage,434571211.0
1227,4403,16,4,63201,5790829.27,Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes und des Strahlenschutzvor,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",632011604,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullviersechsdreizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullviersechsdreizweinulleins  Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes und des Strahlenschutzvor",Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes,632021605.0
1228,1834,8,14,51101,5783958.47,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Finanzen,511010814,Bundesministerium der Finanzen einsvierfünfeinseinsnulleins ,"Bundesministerium der Finanzen einsvierfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511410810.0
1229,3871,14,4,52555,5772345.14,Aus- und Fortbildung,Bundesministerium der Verteidigung,525551404,Bundesministerium der Verteidigung nullvierfünfzweifünffünffünf ,Bundesministerium der Verteidigung nullvierfünfzweifünffünffünf  Aus- und Fortbildung,Aus- und Fortbildung,525551413.0
