,id,Zweckbestimmung,Ist 2012,Ist 2013,Ist 2014,Ist 2015,Ist 2016,Ist 2017,Ist 2018,Ist 2019,Ist 2020,Ist 2021,Ist 2022,Ist 2023
695,517011412,"Bewirtschaftung der Grundstücke, Gebäude und Räume",613029896.42,654251615.12,614627421.28,563747480.87,10243404.35,10094193.82,9814338.04,10763354.63,10572838.91,7594299.31,7236384.31,9699159.88
478,517011013,"Bewirtschaftung der Grundstücke, Gebäude und Räume",6849563.07,7438120.68,8688314.52,8203772.0,7157879.7,6619715.75,7054192.74,7431248.16,7974848.81,7761574.09,8107755.61,9631786.73
587,812021203,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie sonstigen Gebrauchsgegenständen für Laboratorien, Werkstätten und Außenuntersuchungen",1554938.01,1760624.73,1077505.07,2322530.37,4638461.32,5293689.73,3094891.84,7755856.74,9260018.75,5752724.11,10132577.82,9609634.07
143,119990625,Vermischte Einnahmen,2440933.14,1639444.83,1692094.16,1406070.48,2280607.65,2655174.99,2791192.35,1792669.63,2952612.09,2438685.84,3729033.76,9576205.09
164,532050625,Kosten im Zusammenhang mit Projekten der Europäischen Union und der Vereinten Nationen,1013474.11,815250.28,2074390.53,2969794.24,3776008.98,2153164.5,466226.8,1779258.76,162585.23,747860.87,2456905.8,9309991.58
277,686060902,Potenziale in der Dienstleistungswirtschaft,5469360.94,6042310.74,4811415.61,5026220.95,15100027.46,19647317.93,15127666.48,15153357.73,9399011.38,8067264.19,7395471.99,9277615.76
261,511010812,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1368108.03,4641113.18,4654078.78,4247116.35,4171847.78,5977813.48,5915915.48,6405403.44,7263074.23,8597292.45,9346105.04,9257091.06
373,427590915,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5913643.31,7049192.62,7736638.69,7201526.43,7888573.72,9219502.19,9375162.38,8987510.09,8252224.91,9138418.9,9158774.45,9212682.27
416,428010917,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5400390.19,5554949.06,5777966.28,5869630.2,5778828.4,5963610.11,6482382.9,6980517.3,7746721.18,8261824.37,8484661.08,9161339.8
878,632216067,Beteiligung an den Versorgungslasten der Länder sowie Zuschüsse und Zulagen an die Länder,39453876.8,41402897.87,33081799.02,34971496.01,45476377.5,29049430.16,17291263.17,19751109.85,13208961.65,13078069.87,6462007.71,9153682.08
573,119991101,Vermischte Einnahmen,5997.45,11539.03,10551632.92,8124238.43,8928050.79,9209249.47,10209417.24,10474103.2,9511576.84,9410215.23,10280489.8,9135858.1
376,547510915,Nicht aufteilbare sächliche Verwaltungsausgaben,9890409.66,7614676.46,8229215.38,8579583.29,10279292.22,8823838.06,9561585.94,9802341.74,5803410.3,7399825.78,8467570.06,9100616.96
15,427290504,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5760023.93,6110416.61,7009085.57,8479294.49,9701969.77,9245230.81,8506319.66,8902866.46,9044140.69,9070877.86,9234046.11,8997628.47
328,111010914,"Gebühren, sonstige Entgelte",9995459.83,9991512.64,9708487.64,8929582.19,10662510.42,9983956.73,9562784.26,11248777.01,10729245.7,10433902.96,9655375.77,8990967.37
679,514011407,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",10320225.87,10117228.7,9672346.87,9285326.39,9140231.26,8634134.26,8756961.49,8111057.29,8586323.63,8442790.87,8894640.35,8983266.74
195,272010629,Einnahmen aus Zuschüssen der Europäischen Union zur Durchführung von Hilfsmaßnahmen,1127210.66,1943304.72,2990974.83,5570970.74,2286027.99,5716878.16,4089990.59,7955925.34,4847660.34,1708558.55,3963138.16,8888098.54
503,422011014,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,5007819.66,5403916.69,5701484.14,6099138.28,6723474.27,6936989.11,6996813.16,7310366.75,7415060.0,7647081.72,8046410.26,8788360.87
12,687160504,Förderung der deutschen Sprache im Ausland sowie kultur- und bildungspolitische Förderung deutscher Minderheiten in MOE und GUS,12870469.48,12776009.27,12778638.21,14084413.28,13649877.38,13607693.22,11977443.21,13086995.78,10538607.66,12384474.91,8677094.92,8716806.07
511,519011014,Unterhaltung der Grundstücke und baulichen Anlagen,1284307.47,946163.04,1361297.91,1524744.33,2346920.44,1008898.25,677056.15,4508696.23,5835524.2,5983786.82,6959706.69,8671664.64
692,537111407,Verwertung und Entsorgung von Material der Bundeswehr,8306771.73,5234911.37,7382487.26,9086067.79,7375729.15,3804280.77,2942644.26,4390118.88,3140540.76,3862902.27,7555858.61,8624614.85
333,381010914,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,9559183.89,7955534.71,7468194.2,6746486.42,5069075.17,4581034.19,5632579.13,6568994.07,8008979.52,7816155.65,7075358.19,8353342.0
72,427090615,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",13076692.69,12604513.81,13810610.75,14326339.05,14437536.87,14540188.26,14759156.22,8601829.89,14005523.33,29799065.96,62283719.42,8339497.47
322,711010913,"Kleine Neu-, Um- und Erweiterungsbauten",4095391.63,3620037.46,5123683.43,6302013.65,6748692.92,4120095.31,4360586.86,4749864.5,6169144.51,7837630.61,6963286.47,8188389.01
132,711010623,"Kleine Neu-, Um- und Erweiterungsbauten",361781.02,225911.18,70334.2,406002.07,282189.72,773571.25,1231881.39,2049446.96,744804.89,347660.24,5601921.85,8086661.52
145,132010625,Erlöse aus der Veräußerung von beweglichen Sachen,5191713.83,2321888.1,2044025.18,1321702.43,1404865.63,2790360.31,1693003.77,1562758.08,1605649.27,1716343.78,2053827.81,8063730.76
162,527040625,Dienstreisekosten für Flugsicherheitsbegleiter der Bundespolizei und im Zusammenhang mit der Rückführung ausreisepflichtiger Ausländer,5785271.77,6282555.51,6157540.57,7499302.86,8628769.37,8902748.51,11284260.88,10218805.57,6000273.1,7629093.73,5750448.39,8021095.69
211,532040629,"Einsätze bei Katastrophen, Unglücksfällen größeren Ausmaßes und öffentlichen Notständen",93893.58,30499630.13,170159.43,16631680.66,7397266.61,1129195.32,528171.24,1969812.62,29978614.95,63309373.92,12795073.64,7914759.6
568,427291016,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5427436.08,6660233.5,7266051.21,6202903.92,5936378.97,6514015.64,6574189.21,7722417.43,8315547.5,7845473.82,7904758.02,7846243.27
765,272013004,Einnahmen von der Europäischen Union für Bildungsprogramme,1875067.76,5561622.23,2708073.35,31659.21,1009045.45,3013710.19,4793613.16,981050.78,5540087.86,4594095.46,6701158.18,7758935.87
894,439416067,Sonstige Versorgungsleistungen an Angehörige der ehemaligen Nationalen Volksarmee,9434406.47,9455000.0,9200000.0,8980000.0,9070000.0,9075911.88,8810030.12,8640000.0,8540000.0,8205000.0,7845000.0,7710000.0
412,111010917,"Gebühren, sonstige Entgelte",9301086.8,8350834.89,9190927.23,9598419.85,9232018.63,9837929.64,10290810.15,10877352.66,9541126.88,8396716.3,7524297.33,7672875.87
384,428710915,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4265961.41,4217948.61,4123283.31,4384971.33,4103623.84,4589809.3,5263334.45,5290527.23,6141602.59,7009814.4,7434838.5,7595455.79
198,427090629,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2112933.49,2317244.04,1968251.21,2281820.65,3734950.32,3384009.77,4176044.64,4683113.84,7498669.18,9151292.02,7707753.78,7467569.17
546,119091016,Vermischte Einnahmen,9139606.28,9198911.09,16684612.69,7743961.67,5518862.98,8704180.61,10583594.95,7464825.66,7583609.82,7139803.01,10166099.71,7452972.4
165,539990625,Vermischte Verwaltungsausgaben,6139311.45,9365394.44,9103486.32,9795172.51,12722674.55,10793807.12,13987915.05,20735946.56,12737570.89,3904236.9,5299114.0,7377510.18
91,422010616,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,6381369.89,6488983.96,6479408.97,6216013.46,6373452.09,6424070.01,6857613.46,6751281.33,6577322.19,7013699.43,7097350.81,7375165.69
157,518010625,Mieten und Pachten,25717342.74,36638088.93,5536657.13,5567718.08,5027878.54,4687329.09,4448063.41,4510966.26,5711858.49,6886499.41,6915953.3,7358480.98
608,119991214,Vermischte Einnahmen,6574969.81,5687207.54,6811643.28,6792401.21,8407385.86,11096316.88,9745037.76,12250552.8,8598064.19,9217432.0,11686357.6,7348033.2
363,518020915,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,4561558.1,4367716.68,4384404.93,4393928.56,4379904.73,4386349.49,4394117.15,4337003.32,4348361.29,4368738.57,8279186.37,7147756.64
137,811010624,Erwerb von Fahrzeugen,13356523.53,13021667.68,3470689.09,1485301.36,792446.84,4801334.02,8304621.42,6704791.89,17035520.47,15333836.02,10846316.45,7116098.82
203,517010629,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1775026.37,1744606.57,2016074.44,1938401.77,2232648.29,2456786.27,2699589.75,2893970.36,3949414.94,4632959.4,11269569.46,7076860.23
8,119990504,Vermischte Einnahmen,6387026.19,7822545.3,5217548.61,8533867.03,15310920.28,4768682.52,4098518.42,4026393.69,6623895.91,17147321.52,10316720.43,7030368.01
497,119091014,Vermischte Einnahmen,6456386.47,6512374.15,8282376.83,6942815.76,6268805.13,7608154.73,5299346.43,4641334.64,4739876.87,5933460.89,5952138.58,6546572.58
638,518021221,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6359163.15,9630577.27,9582575.02,9702674.31,3351574.13,3309245.14,4042666.18,4106039.27,4180454.35,4962542.32,6748742.25,6520901.43
461,272021004,Sonstige Einnahmen,991068.35,2076800.0,1408000.0,1463345.75,676064.09,1408000.0,2109248.0,1407648.0,704000.0,1387392.0,1307456.0,6374885.0
533,517011015,"Bewirtschaftung der Grundstücke, Gebäude und Räume",3454853.1,4298504.8,4164040.77,4047601.07,3973029.3,4103712.94,4416375.06,4571372.68,4599295.19,4407197.55,4884747.15,6330725.3
124,511010623,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1408320.52,1630706.65,2287976.41,2012203.24,2037714.75,2392944.39,2747007.95,3609512.45,2975104.52,4591646.03,3583966.84,6251881.54
519,812051014,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",4854215.08,1953617.79,1356584.26,1156797.86,745924.83,431605.9,1383209.81,759986.11,690501.87,5503771.58,4790000.0,6227000.0
693,547111407,Nicht aufteilbare sächliche Verwaltungsausgaben,9159361.47,11531685.04,7135384.13,7130419.26,5808950.31,5680481.81,5557556.69,5777904.41,4617658.05,6307181.3,5705092.74,6207302.71
167,711010625,"Kleine Neu-, Um- und Erweiterungsbauten",7245991.74,6775552.56,7155352.37,5135454.84,7499575.47,4415706.1,3853991.66,5598751.37,59646692.97,64634922.17,95755239.75,6190283.98
556,517011016,"Bewirtschaftung der Grundstücke, Gebäude und Räume",4117264.48,3852586.08,4029004.64,4378269.07,4522804.98,3669797.65,5360834.12,5459644.82,5176899.5,5115479.04,5411756.44,6170310.56
682,514041407,Ausgaben für Marketenderwaren sowie Waren der Feldlager- und Bordkantinen und sonstiger Verkaufsstellen,21755546.6,15334832.15,9608375.35,6908160.06,6502626.66,8600504.18,8490576.09,8419237.43,7334221.99,7740746.26,7043256.86,6077293.67
239,422010635,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1185554.49,1253110.73,1313652.39,1308110.63,1442059.89,1514072.28,1689133.58,1972864.86,2242164.75,4489602.52,5568138.57,6071541.7
491,427291013,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3463826.49,3788175.37,3539925.23,3362792.9,3929619.48,4224220.26,4421974.23,4493751.91,4630025.57,5509188.57,5873568.39,5992081.07
601,517011212,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1753256.15,1577122.23,1613748.93,1695917.64,3813742.51,3708473.45,3745828.62,4011496.07,4483885.67,4617589.01,5267301.13,5990473.18
473,427091013,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3010521.68,2707373.54,3085375.56,3125818.18,3015078.32,3694909.83,4367040.57,5480083.03,5366358.35,5375154.93,5283083.61,5979618.81
658,632011403,Erstattungen an das Land Rheinland-Pfalz für Fachpersonal beim Herzzentrum des Bundeswehrzentralkrankenhauses Koblenz,5251522.73,5796537.77,5900976.47,5678814.22,5884519.5,6129796.78,5961402.24,6287890.69,6594073.42,6640598.12,7750685.61,5966993.39
688,553591407,Betreiber- und Vorhaltechartermodelle für Schiffe,6460593.81,5570326.48,6743070.79,10366767.08,10069215.9,10165519.6,10494196.0,12553300.23,10483602.74,9441017.69,5652462.39,5878279.62
401,511010916,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",530978.75,1222169.41,1863057.57,2078388.63,1534458.15,2531136.57,2526208.88,2059529.81,2506546.71,3973624.76,4892410.97,5850278.58
184,518010628,Mieten und Pachten,12414.42,1473649.7,1644629.86,1667404.76,1668869.46,1583924.14,1815827.45,1943443.79,2073242.75,3211223.65,3124441.6,5803733.65
185,518020628,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2604671.28,3878829.47,3877033.56,3838939.93,3877033.68,3894732.83,3915127.45,4183031.28,4183031.28,4489839.75,5366400.35,5766780.31
270,119990813,Vermischte Einnahmen,153909.25,2539399.35,2365442.23,2482226.89,2986620.68,2434398.04,2585111.15,2507569.79,3796230.32,6954233.21,5173638.18,5682254.46
141,111030625,"Erstattungen für Einsätze der Bundespolizei nach § 11 Abs. 1 BPolG, bei Katastrophen, Unglücks- und Notfällen sowie Unterstützungsleistungen und sonstige Hilfsmaßnahmen",5785907.44,2716539.02,3471395.96,5855331.3,2361672.84,2068724.73,3835237.6,5715035.73,4748880.36,10149555.88,6544873.74,5615099.75
194,132010629,Erlöse aus der Veräußerung von beweglichen Sachen,2242933.97,2603687.86,2421985.19,3042498.29,2399383.34,2382095.04,2254049.73,3115574.62,2686339.45,3808120.14,4027355.27,5573300.88
529,422011015,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,5231676.06,5293496.15,5509785.52,5341212.4,5383355.59,5523614.45,5353343.55,5223500.3,5132521.89,5242021.01,5336269.28,5446582.69
625,261011217,Erstattung von Beiträgen zu internationalen Flugsicherungsorganisationen aus dem Gebührenaufkommen der DFS Deutsche Flugsicherung GmbH,120279775.99,134729158.91,138717046.02,159288580.43,5122825.0,4812725.0,4927375.0,4772250.0,5039800.0,5915205.0,5929122.0,5385870.0
126,517010623,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2335969.06,2373018.12,2517291.87,2481220.97,2339153.05,2673972.2,2793243.68,3422511.11,3740538.4,3591647.24,4826781.41,5304549.6
450,544010918,"Forschung, Untersuchungen und Ähnliches",1452113.93,1815151.39,2115786.67,2290738.3,2544764.5,2482512.72,3438142.46,3295359.51,2652635.43,5791654.52,5568515.94,5302621.18
410,428310916,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6576463.54,6558931.33,6959303.55,6204237.4,6550265.63,6341860.47,6289329.4,5924422.35,5369960.24,5463690.96,5191805.14,5200595.54
709,532051604,Internationale Zusammenarbeit auf den Gebieten der Reaktorsicherheit und des Strahlenschutzes,3450527.9,3648157.44,1856790.49,4716435.35,4309557.06,5388123.55,5151878.83,5187756.73,4808210.07,4588189.35,8095050.19,5198862.34
142,112010625,"Geldstrafen, Geldbußen und Gerichtskosten",3679955.21,3880591.71,3837897.28,3762862.76,3713143.3,3518417.31,3365088.05,6079308.67,2286416.17,1968135.06,5141502.34,4922771.71
520,427291014,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5729951.52,5666347.25,2043624.62,1888559.04,3269544.26,8027930.98,4464421.48,4510953.63,4543935.35,5150442.47,4974693.27,4748207.48
403,518020916,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,1995916.73,2486520.21,2421579.23,2186935.12,2297376.56,2997164.51,3266908.84,3325113.1,3403600.27,4049463.54,4774177.56,4746019.48
196,412010629,Aufwendungen für ehrenamtliche Mitarbeiterinnen und Mitarbeiter,2013415.31,2103066.91,2272088.92,2040940.32,2252522.6,2923033.16,3138815.61,3543699.67,4498296.95,4576281.6,4466337.76,4734356.37
507,511011014,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1739960.48,1480047.45,1990098.33,1936962.91,2149206.76,1672746.95,2055637.66,2549928.94,3361400.84,3148677.31,3066593.7,4721578.23
586,812011203,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",662735.21,657806.35,1949348.99,2152200.59,5140366.81,4811910.48,5857721.9,7105834.61,7142108.09,6835091.84,6398233.16,4680281.03
224,427090633,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",8022751.34,9946404.88,12935941.61,20165262.12,94274221.28,180563109.73,73175004.4,12206678.64,5430055.78,4383987.51,4334703.56,4676649.53
643,422111221,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1023660.59,986024.15,961069.82,1079181.71,7943916.8,7657180.13,7488839.85,7462601.6,7166277.99,6547506.43,5960598.84,4645484.61
347,711010914,"Kleine Neu-, Um- und Erweiterungsbauten",4398992.42,3907235.77,2395099.02,1156948.86,901799.66,1112938.93,1044473.43,444452.98,1373114.79,3090805.76,3285356.13,4596529.12
